slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,up_final_price,down_final_price,volume,closed,last_trade_price
btc-updown-5m-1772201400,1772201400,2026-02-27 14:10:00 UTC,2026-02-27,14,10,Friday,Up,1,1.0,0.0,109585.886019,True,0.99
btc-updown-5m-1772201700,1772201700,2026-02-27 14:15:00 UTC,2026-02-27,14,15,Friday,Down,0,0.0,1.0,43631.760955,True,0.05
btc-updown-5m-1772202000,1772202000,2026-02-27 14:20:00 UTC,2026-02-27,14,20,Friday,Down,0,0.0,1.0,177614.378399,True,0.001
btc-updown-5m-1772202300,1772202300,2026-02-27 14:25:00 UTC,2026-02-27,14,25,Friday,Up,1,1.0,0.0,188366.158846,True,0.99
btc-updown-5m-1772202600,1772202600,2026-02-27 14:30:00 UTC,2026-02-27,14,30,Friday,Up,1,1.0,0.0,262263.413655,True,0.99
btc-updown-5m-1772202900,1772202900,2026-02-27 14:35:00 UTC,2026-02-27,14,35,Friday,Up,1,1.0,0.0,230018.737065,True,0.99
btc-updown-5m-1772203200,1772203200,2026-02-27 14:40:00 UTC,2026-02-27,14,40,Friday,Down,0,0.0,1.0,79159.185725,True,0.001
btc-updown-5m-1772203500,1772203500,2026-02-27 14:45:00 UTC,2026-02-27,14,45,Friday,Down,0,0.0,1.0,66829.945596,True,0.17
btc-updown-5m-1772203800,1772203800,2026-02-27 14:50:00 UTC,2026-02-27,14,50,Friday,Down,0,0.0,1.0,167154.716313,True,0.01
btc-updown-5m-1772204100,1772204100,2026-02-27 14:55:00 UTC,2026-02-27,14,55,Friday,Up,1,1.0,0.0,180702.828723,True,0.99
btc-updown-5m-1772204400,1772204400,2026-02-27 15:00:00 UTC,2026-02-27,15,0,Friday,Up,1,1.0,0.0,217596.127072,True,0.99
btc-updown-5m-1772204700,1772204700,2026-02-27 15:05:00 UTC,2026-02-27,15,5,Friday,Up,1,1.0,0.0,153453.402175,True,0.99
btc-updown-5m-1772205000,1772205000,2026-02-27 15:10:00 UTC,2026-02-27,15,10,Friday,Down,0,0.0,1.0,185344.100401,True,0.01
btc-updown-5m-1772205300,1772205300,2026-02-27 15:15:00 UTC,2026-02-27,15,15,Friday,Up,1,1.0,0.0,265606.348394,True,0.99
btc-updown-5m-1772205600,1772205600,2026-02-27 15:20:00 UTC,2026-02-27,15,20,Friday,Up,1,1.0,0.0,176674.1718,True,0.999
btc-updown-5m-1772205900,1772205900,2026-02-27 15:25:00 UTC,2026-02-27,15,25,Friday,Up,1,1.0,0.0,15014.480221,True,0.57
btc-updown-5m-1772206200,1772206200,2026-02-27 15:30:00 UTC,2026-02-27,15,30,Friday,Down,0,0.0,1.0,157356.86298,True,0.001
btc-updown-5m-1772206500,1772206500,2026-02-27 15:35:00 UTC,2026-02-27,15,35,Friday,Down,0,0.0,1.0,189213.371639,True,0.01
btc-updown-5m-1772206800,1772206800,2026-02-27 15:40:00 UTC,2026-02-27,15,40,Friday,Up,1,1.0,0.0,91563.168224,True,0.95
btc-updown-5m-1772207100,1772207100,2026-02-27 15:45:00 UTC,2026-02-27,15,45,Friday,Up,1,1.0,0.0,95404.693729,True,0.56
btc-updown-5m-1772207400,1772207400,2026-02-27 15:50:00 UTC,2026-02-27,15,50,Friday,Up,1,1.0,0.0,148288.488661,True,0.98
btc-updown-5m-1772207700,1772207700,2026-02-27 15:55:00 UTC,2026-02-27,15,55,Friday,Down,0,0.0,1.0,148246.788787,True,0.01
btc-updown-5m-1772208000,1772208000,2026-02-27 16:00:00 UTC,2026-02-27,16,0,Friday,Down,0,0.0,1.0,299535.383744,True,0.001
btc-updown-5m-1772208300,1772208300,2026-02-27 16:05:00 UTC,2026-02-27,16,5,Friday,Down,0,0.0,1.0,163200.663976,True,0.01
btc-updown-5m-1772208600,1772208600,2026-02-27 16:10:00 UTC,2026-02-27,16,10,Friday,Down,0,0.0,1.0,176607.032537,True,0.01
btc-updown-5m-1772208900,1772208900,2026-02-27 16:15:00 UTC,2026-02-27,16,15,Friday,Up,1,1.0,0.0,172909.110785,True,0.99
btc-updown-5m-1772209200,1772209200,2026-02-27 16:20:00 UTC,2026-02-27,16,20,Friday,Up,1,1.0,0.0,151649.840358,True,0.99
btc-updown-5m-1772209500,1772209500,2026-02-27 16:25:00 UTC,2026-02-27,16,25,Friday,Down,0,0.0,1.0,124190.093444,True,0.01
btc-updown-5m-1772209800,1772209800,2026-02-27 16:30:00 UTC,2026-02-27,16,30,Friday,Up,1,1.0,0.0,134783.149271,True,0.99
btc-updown-5m-1772210100,1772210100,2026-02-27 16:35:00 UTC,2026-02-27,16,35,Friday,Down,0,0.0,1.0,129473.546487,True,0.01
btc-updown-5m-1772210400,1772210400,2026-02-27 16:40:00 UTC,2026-02-27,16,40,Friday,Down,0,0.0,1.0,129318.78567,True,0.001
btc-updown-5m-1772210700,1772210700,2026-02-27 16:45:00 UTC,2026-02-27,16,45,Friday,Down,0,0.0,1.0,178225.837649,True,0.01
btc-updown-5m-1772211000,1772211000,2026-02-27 16:50:00 UTC,2026-02-27,16,50,Friday,Up,1,1.0,0.0,190040.746233,True,0.99
btc-updown-5m-1772211300,1772211300,2026-02-27 16:55:00 UTC,2026-02-27,16,55,Friday,Down,0,0.0,1.0,150882.662047,True,0.01
btc-updown-5m-1772211600,1772211600,2026-02-27 17:00:00 UTC,2026-02-27,17,0,Friday,Up,1,1.0,0.0,137768.432995,True,0.999
btc-updown-5m-1772211900,1772211900,2026-02-27 17:05:00 UTC,2026-02-27,17,5,Friday,Up,1,1.0,0.0,238083.357398,True,0.99
btc-updown-5m-1772212200,1772212200,2026-02-27 17:10:00 UTC,2026-02-27,17,10,Friday,Down,0,0.0,1.0,112467.450156,True,0.001
btc-updown-5m-1772212500,1772212500,2026-02-27 17:15:00 UTC,2026-02-27,17,15,Friday,Down,0,0.0,1.0,187627.257208,True,0.01
btc-updown-5m-1772212800,1772212800,2026-02-27 17:20:00 UTC,2026-02-27,17,20,Friday,Down,0,0.0,1.0,166079.46821,True,0.01
btc-updown-5m-1772213100,1772213100,2026-02-27 17:25:00 UTC,2026-02-27,17,25,Friday,Down,0,0.0,1.0,152117.526194,True,0.01
btc-updown-5m-1772213400,1772213400,2026-02-27 17:30:00 UTC,2026-02-27,17,30,Friday,Up,1,1.0,0.0,537907.140674,True,0.99
btc-updown-5m-1772213700,1772213700,2026-02-27 17:35:00 UTC,2026-02-27,17,35,Friday,Up,1,1.0,0.0,238882.612146,True,0.999
btc-updown-5m-1772214000,1772214000,2026-02-27 17:40:00 UTC,2026-02-27,17,40,Friday,Up,1,1.0,0.0,237035.974665,True,0.99
btc-updown-5m-1772214300,1772214300,2026-02-27 17:45:00 UTC,2026-02-27,17,45,Friday,Up,1,1.0,0.0,160705.470497,True,0.99
btc-updown-5m-1772214600,1772214600,2026-02-27 17:50:00 UTC,2026-02-27,17,50,Friday,Up,1,1.0,0.0,114701.961459,True,0.999
btc-updown-5m-1772214900,1772214900,2026-02-27 17:55:00 UTC,2026-02-27,17,55,Friday,Up,1,1.0,0.0,121685.513618,True,0.99
btc-updown-5m-1772215200,1772215200,2026-02-27 18:00:00 UTC,2026-02-27,18,0,Friday,Down,0,0.0,1.0,217674.543655,True,0.01
btc-updown-5m-1772215500,1772215500,2026-02-27 18:05:00 UTC,2026-02-27,18,5,Friday,Down,0,0.0,1.0,166109.869623,True,0.01
btc-updown-5m-1772215800,1772215800,2026-02-27 18:10:00 UTC,2026-02-27,18,10,Friday,Up,1,1.0,0.0,161731.05757,True,0.99
btc-updown-5m-1772216100,1772216100,2026-02-27 18:15:00 UTC,2026-02-27,18,15,Friday,Down,0,0.0,1.0,153491.180312,True,0.01
btc-updown-5m-1772216400,1772216400,2026-02-27 18:20:00 UTC,2026-02-27,18,20,Friday,Down,0,0.0,1.0,214368.524823,True,0.001
btc-updown-5m-1772216700,1772216700,2026-02-27 18:25:00 UTC,2026-02-27,18,25,Friday,Up,1,1.0,0.0,138122.087676,True,0.99
btc-updown-5m-1772217000,1772217000,2026-02-27 18:30:00 UTC,2026-02-27,18,30,Friday,Up,1,1.0,0.0,180488.401718,True,0.99
btc-updown-5m-1772217300,1772217300,2026-02-27 18:35:00 UTC,2026-02-27,18,35,Friday,Down,0,0.0,1.0,117290.549726,True,0.01
btc-updown-5m-1772217600,1772217600,2026-02-27 18:40:00 UTC,2026-02-27,18,40,Friday,Up,1,1.0,0.0,95759.218953,True,0.999
btc-updown-5m-1772217900,1772217900,2026-02-27 18:45:00 UTC,2026-02-27,18,45,Friday,Down,0,0.0,1.0,104461.52687,True,0.01
btc-updown-5m-1772218200,1772218200,2026-02-27 18:50:00 UTC,2026-02-27,18,50,Friday,Down,0,0.0,1.0,100834.473827,True,0.01
btc-updown-5m-1772218500,1772218500,2026-02-27 18:55:00 UTC,2026-02-27,18,55,Friday,Up,1,1.0,0.0,132290.343765,True,0.99
btc-updown-5m-1772218800,1772218800,2026-02-27 19:00:00 UTC,2026-02-27,19,0,Friday,Up,1,1.0,0.0,147658.451836,True,0.99
btc-updown-5m-1772219100,1772219100,2026-02-27 19:05:00 UTC,2026-02-27,19,5,Friday,Down,0,0.0,1.0,146014.647879,True,0.01
btc-updown-5m-1772219400,1772219400,2026-02-27 19:10:00 UTC,2026-02-27,19,10,Friday,Up,1,1.0,0.0,124568.134177,True,0.999
btc-updown-5m-1772219700,1772219700,2026-02-27 19:15:00 UTC,2026-02-27,19,15,Friday,Down,0,0.0,1.0,136657.732401,True,0.01
btc-updown-5m-1772220000,1772220000,2026-02-27 19:20:00 UTC,2026-02-27,19,20,Friday,Up,1,1.0,0.0,108198.884742,True,0.999
btc-updown-5m-1772220300,1772220300,2026-02-27 19:25:00 UTC,2026-02-27,19,25,Friday,Up,1,1.0,0.0,191852.097596,True,0.99
btc-updown-5m-1772220600,1772220600,2026-02-27 19:30:00 UTC,2026-02-27,19,30,Friday,Up,1,1.0,0.0,110336.099363,True,0.99
btc-updown-5m-1772220900,1772220900,2026-02-27 19:35:00 UTC,2026-02-27,19,35,Friday,Down,0,0.0,1.0,151263.564855,True,0.01
btc-updown-5m-1772221200,1772221200,2026-02-27 19:40:00 UTC,2026-02-27,19,40,Friday,Down,0,0.0,1.0,115894.593461,True,0.01
btc-updown-5m-1772221500,1772221500,2026-02-27 19:45:00 UTC,2026-02-27,19,45,Friday,Down,0,0.0,1.0,133136.292895,True,0.01
btc-updown-5m-1772221800,1772221800,2026-02-27 19:50:00 UTC,2026-02-27,19,50,Friday,Up,1,1.0,0.0,93585.254164,True,0.999
btc-updown-5m-1772222100,1772222100,2026-02-27 19:55:00 UTC,2026-02-27,19,55,Friday,Down,0,0.0,1.0,145502.762728,True,0.01
btc-updown-5m-1772222400,1772222400,2026-02-27 20:00:00 UTC,2026-02-27,20,0,Friday,Up,1,1.0,0.0,104446.906913,True,0.999
btc-updown-5m-1772222700,1772222700,2026-02-27 20:05:00 UTC,2026-02-27,20,5,Friday,Up,1,1.0,0.0,158844.349488,True,0.99
btc-updown-5m-1772223000,1772223000,2026-02-27 20:10:00 UTC,2026-02-27,20,10,Friday,Up,1,1.0,0.0,95637.268894,True,0.999
btc-updown-5m-1772223300,1772223300,2026-02-27 20:15:00 UTC,2026-02-27,20,15,Friday,Up,1,1.0,0.0,132612.498096,True,0.99
btc-updown-5m-1772223600,1772223600,2026-02-27 20:20:00 UTC,2026-02-27,20,20,Friday,Up,1,1.0,0.0,139040.569049,True,0.999
btc-updown-5m-1772223900,1772223900,2026-02-27 20:25:00 UTC,2026-02-27,20,25,Friday,Down,0,0.0,1.0,123932.633264,True,0.01
btc-updown-5m-1772224200,1772224200,2026-02-27 20:30:00 UTC,2026-02-27,20,30,Friday,Down,0,0.0,1.0,184656.221262,True,0.01
btc-updown-5m-1772224500,1772224500,2026-02-27 20:35:00 UTC,2026-02-27,20,35,Friday,Up,1,1.0,0.0,131223.636315,True,0.99
btc-updown-5m-1772224800,1772224800,2026-02-27 20:40:00 UTC,2026-02-27,20,40,Friday,Up,1,1.0,0.0,198897.665082,True,0.999
btc-updown-5m-1772225100,1772225100,2026-02-27 20:45:00 UTC,2026-02-27,20,45,Friday,Up,1,1.0,0.0,200006.18476,True,0.99
btc-updown-5m-1772225400,1772225400,2026-02-27 20:50:00 UTC,2026-02-27,20,50,Friday,Down,0,0.0,1.0,198638.797668,True,0.01
btc-updown-5m-1772225700,1772225700,2026-02-27 20:55:00 UTC,2026-02-27,20,55,Friday,Down,0,0.0,1.0,188797.193049,True,0.01
btc-updown-5m-1772226000,1772226000,2026-02-27 21:00:00 UTC,2026-02-27,21,0,Friday,Up,1,1.0,0.0,208494.791444,True,0.99
btc-updown-5m-1772226300,1772226300,2026-02-27 21:05:00 UTC,2026-02-27,21,5,Friday,Down,0,0.0,1.0,143226.484869,True,0.01
btc-updown-5m-1772226600,1772226600,2026-02-27 21:10:00 UTC,2026-02-27,21,10,Friday,Down,0,0.0,1.0,100493.179272,True,0.001
btc-updown-5m-1772226900,1772226900,2026-02-27 21:15:00 UTC,2026-02-27,21,15,Friday,Up,1,1.0,0.0,95706.384545,True,0.999
btc-updown-5m-1772227200,1772227200,2026-02-27 21:20:00 UTC,2026-02-27,21,20,Friday,Up,1,1.0,0.0,126207.432568,True,0.999
btc-updown-5m-1772227500,1772227500,2026-02-27 21:25:00 UTC,2026-02-27,21,25,Friday,Down,0,0.0,1.0,74352.694205,True,0.39
btc-updown-5m-1772227800,1772227800,2026-02-27 21:30:00 UTC,2026-02-27,21,30,Friday,Down,0,0.0,1.0,117583.260607,True,0.01
btc-updown-5m-1772228100,1772228100,2026-02-27 21:35:00 UTC,2026-02-27,21,35,Friday,Down,0,0.0,1.0,165462.234043,True,0.01
btc-updown-5m-1772228400,1772228400,2026-02-27 21:40:00 UTC,2026-02-27,21,40,Friday,Up,1,1.0,0.0,103914.081217,True,0.93
btc-updown-5m-1772228700,1772228700,2026-02-27 21:45:00 UTC,2026-02-27,21,45,Friday,Down,0,0.0,1.0,90370.705315,True,0.01
btc-updown-5m-1772229000,1772229000,2026-02-27 21:50:00 UTC,2026-02-27,21,50,Friday,Down,0,0.0,1.0,109940.993606,True,0.02
btc-updown-5m-1772229300,1772229300,2026-02-27 21:55:00 UTC,2026-02-27,21,55,Friday,Up,1,1.0,0.0,70686.477101,True,0.95
btc-updown-5m-1772229600,1772229600,2026-02-27 22:00:00 UTC,2026-02-27,22,0,Friday,Down,0,0.0,1.0,76055.412399,True,0.94
btc-updown-5m-1772229900,1772229900,2026-02-27 22:05:00 UTC,2026-02-27,22,5,Friday,Down,0,0.0,1.0,27283.886579,True,0.32
btc-updown-5m-1772230200,1772230200,2026-02-27 22:10:00 UTC,2026-02-27,22,10,Friday,Up,1,1.0,0.0,95960.950324,True,0.99
btc-updown-5m-1772230500,1772230500,2026-02-27 22:15:00 UTC,2026-02-27,22,15,Friday,Up,1,1.0,0.0,60031.187814,True,0.92
btc-updown-5m-1772230800,1772230800,2026-02-27 22:20:00 UTC,2026-02-27,22,20,Friday,Down,0,0.0,1.0,109487.056422,True,0.001
btc-updown-5m-1772231100,1772231100,2026-02-27 22:25:00 UTC,2026-02-27,22,25,Friday,Down,0,0.0,1.0,32721.341552,True,0.55
btc-updown-5m-1772231400,1772231400,2026-02-27 22:30:00 UTC,2026-02-27,22,30,Friday,Down,0,0.0,1.0,94405.530152,True,0.01
btc-updown-5m-1772231700,1772231700,2026-02-27 22:35:00 UTC,2026-02-27,22,35,Friday,Up,1,1.0,0.0,116901.953378,True,0.99
btc-updown-5m-1772232000,1772232000,2026-02-27 22:40:00 UTC,2026-02-27,22,40,Friday,Up,1,1.0,0.0,110223.938668,True,0.999
btc-updown-5m-1772232300,1772232300,2026-02-27 22:45:00 UTC,2026-02-27,22,45,Friday,Down,0,0.0,1.0,130744.014024,True,0.01
btc-updown-5m-1772232600,1772232600,2026-02-27 22:50:00 UTC,2026-02-27,22,50,Friday,Up,1,1.0,0.0,100367.492817,True,0.99
btc-updown-5m-1772232900,1772232900,2026-02-27 22:55:00 UTC,2026-02-27,22,55,Friday,Up,1,1.0,0.0,145227.353691,True,0.99
btc-updown-5m-1772233200,1772233200,2026-02-27 23:00:00 UTC,2026-02-27,23,0,Friday,Up,1,1.0,0.0,152187.597628,True,0.999
btc-updown-5m-1772233500,1772233500,2026-02-27 23:05:00 UTC,2026-02-27,23,5,Friday,Up,1,1.0,0.0,118992.575829,True,0.99
btc-updown-5m-1772233800,1772233800,2026-02-27 23:10:00 UTC,2026-02-27,23,10,Friday,Down,0,0.0,1.0,97716.691693,True,0.02
btc-updown-5m-1772234100,1772234100,2026-02-27 23:15:00 UTC,2026-02-27,23,15,Friday,Up,1,1.0,0.0,43592.288549,True,0.9
btc-updown-5m-1772234400,1772234400,2026-02-27 23:20:00 UTC,2026-02-27,23,20,Friday,Up,1,1.0,0.0,103447.86566,True,0.98
btc-updown-5m-1772234700,1772234700,2026-02-27 23:25:00 UTC,2026-02-27,23,25,Friday,Down,0,0.0,1.0,120009.241897,True,0.01
btc-updown-5m-1772235000,1772235000,2026-02-27 23:30:00 UTC,2026-02-27,23,30,Friday,Up,1,1.0,0.0,102026.27511,True,0.99
btc-updown-5m-1772235300,1772235300,2026-02-27 23:35:00 UTC,2026-02-27,23,35,Friday,Up,1,1.0,0.0,160478.71739,True,0.99
btc-updown-5m-1772235600,1772235600,2026-02-27 23:40:00 UTC,2026-02-27,23,40,Friday,Down,0,0.0,1.0,91567.198132,True,0.001
btc-updown-5m-1772235900,1772235900,2026-02-27 23:45:00 UTC,2026-02-27,23,45,Friday,Up,1,1.0,0.0,101471.65509,True,0.99
btc-updown-5m-1772236200,1772236200,2026-02-27 23:50:00 UTC,2026-02-27,23,50,Friday,Up,1,1.0,0.0,62343.859182,True,0.79
btc-updown-5m-1772236500,1772236500,2026-02-27 23:55:00 UTC,2026-02-27,23,55,Friday,Down,0,0.0,1.0,197296.760601,True,0.01
btc-updown-5m-1772236800,1772236800,2026-02-28 00:00:00 UTC,2026-02-28,0,0,Saturday,Up,1,1.0,0.0,118684.964967,True,0.99
btc-updown-5m-1772237100,1772237100,2026-02-28 00:05:00 UTC,2026-02-28,0,5,Saturday,Down,0,0.0,1.0,110149.820262,True,0.01
btc-updown-5m-1772237400,1772237400,2026-02-28 00:10:00 UTC,2026-02-28,0,10,Saturday,Up,1,1.0,0.0,75863.043842,True,0.999
btc-updown-5m-1772237700,1772237700,2026-02-28 00:15:00 UTC,2026-02-28,0,15,Saturday,Down,0,0.0,1.0,73575.145009,True,0.01
btc-updown-5m-1772238000,1772238000,2026-02-28 00:20:00 UTC,2026-02-28,0,20,Saturday,Down,0,0.0,1.0,19032.998168,True,0.58
btc-updown-5m-1772238300,1772238300,2026-02-28 00:25:00 UTC,2026-02-28,0,25,Saturday,Down,0,0.0,1.0,86425.005226,True,0.01
btc-updown-5m-1772238600,1772238600,2026-02-28 00:30:00 UTC,2026-02-28,0,30,Saturday,Up,1,1.0,0.0,103861.516771,True,0.99
btc-updown-5m-1772238900,1772238900,2026-02-28 00:35:00 UTC,2026-02-28,0,35,Saturday,Up,1,1.0,0.0,97534.936641,True,0.99
btc-updown-5m-1772239200,1772239200,2026-02-28 00:40:00 UTC,2026-02-28,0,40,Saturday,Up,1,1.0,0.0,122015.939376,True,0.999
btc-updown-5m-1772239500,1772239500,2026-02-28 00:45:00 UTC,2026-02-28,0,45,Saturday,Up,1,1.0,0.0,108548.665052,True,0.99
btc-updown-5m-1772239800,1772239800,2026-02-28 00:50:00 UTC,2026-02-28,0,50,Saturday,Down,0,0.0,1.0,478648.356403,True,0.001
btc-updown-5m-1772240100,1772240100,2026-02-28 00:55:00 UTC,2026-02-28,0,55,Saturday,Up,1,1.0,0.0,90869.033116,True,0.99
btc-updown-5m-1772240400,1772240400,2026-02-28 01:00:00 UTC,2026-02-28,1,0,Saturday,Up,1,1.0,0.0,120058.007462,True,0.99
btc-updown-5m-1772240700,1772240700,2026-02-28 01:05:00 UTC,2026-02-28,1,5,Saturday,Down,0,0.0,1.0,117983.567002,True,0.001
btc-updown-5m-1772241000,1772241000,2026-02-28 01:10:00 UTC,2026-02-28,1,10,Saturday,Up,1,1.0,0.0,98596.31441,True,0.99
btc-updown-5m-1772241300,1772241300,2026-02-28 01:15:00 UTC,2026-02-28,1,15,Saturday,Up,1,1.0,0.0,108688.395575,True,0.99
btc-updown-5m-1772241600,1772241600,2026-02-28 01:20:00 UTC,2026-02-28,1,20,Saturday,Up,1,1.0,0.0,136573.981773,True,0.99
btc-updown-5m-1772241900,1772241900,2026-02-28 01:25:00 UTC,2026-02-28,1,25,Saturday,Down,0,0.0,1.0,100326.745087,True,0.01
btc-updown-5m-1772242200,1772242200,2026-02-28 01:30:00 UTC,2026-02-28,1,30,Saturday,Down,0,0.0,1.0,99513.745799,True,0.01
btc-updown-5m-1772242500,1772242500,2026-02-28 01:35:00 UTC,2026-02-28,1,35,Saturday,Up,1,1.0,0.0,101104.821425,True,0.99
btc-updown-5m-1772242800,1772242800,2026-02-28 01:40:00 UTC,2026-02-28,1,40,Saturday,Down,0,0.0,1.0,78358.153946,True,0.01
btc-updown-5m-1772243100,1772243100,2026-02-28 01:45:00 UTC,2026-02-28,1,45,Saturday,Up,1,1.0,0.0,91819.839768,True,0.999
btc-updown-5m-1772243400,1772243400,2026-02-28 01:50:00 UTC,2026-02-28,1,50,Saturday,Down,0,0.0,1.0,92532.081006,True,0.01
btc-updown-5m-1772243700,1772243700,2026-02-28 01:55:00 UTC,2026-02-28,1,55,Saturday,Down,0,0.0,1.0,105634.678876,True,0.01
btc-updown-5m-1772244000,1772244000,2026-02-28 02:00:00 UTC,2026-02-28,2,0,Saturday,Up,1,1.0,0.0,95402.739058,True,0.99
btc-updown-5m-1772244300,1772244300,2026-02-28 02:05:00 UTC,2026-02-28,2,5,Saturday,Up,1,1.0,0.0,82556.696653,True,0.999
btc-updown-5m-1772244600,1772244600,2026-02-28 02:10:00 UTC,2026-02-28,2,10,Saturday,Down,0,0.0,1.0,324156.334492,True,0.01
btc-updown-5m-1772244900,1772244900,2026-02-28 02:15:00 UTC,2026-02-28,2,15,Saturday,Up,1,1.0,0.0,89184.610722,True,0.99
btc-updown-5m-1772245200,1772245200,2026-02-28 02:20:00 UTC,2026-02-28,2,20,Saturday,Down,0,0.0,1.0,114859.460145,True,0.01
btc-updown-5m-1772245500,1772245500,2026-02-28 02:25:00 UTC,2026-02-28,2,25,Saturday,Up,1,1.0,0.0,83990.202853,True,0.99
btc-updown-5m-1772245800,1772245800,2026-02-28 02:30:00 UTC,2026-02-28,2,30,Saturday,Up,1,1.0,0.0,116350.762966,True,0.999
btc-updown-5m-1772246100,1772246100,2026-02-28 02:35:00 UTC,2026-02-28,2,35,Saturday,Up,1,1.0,0.0,152394.428831,True,0.99
btc-updown-5m-1772246400,1772246400,2026-02-28 02:40:00 UTC,2026-02-28,2,40,Saturday,Down,0,0.0,1.0,102365.516286,True,0.01
btc-updown-5m-1772246700,1772246700,2026-02-28 02:45:00 UTC,2026-02-28,2,45,Saturday,Up,1,1.0,0.0,81356.726029,True,0.99
btc-updown-5m-1772247000,1772247000,2026-02-28 02:50:00 UTC,2026-02-28,2,50,Saturday,Up,1,1.0,0.0,282729.0565,True,0.99
btc-updown-5m-1772247300,1772247300,2026-02-28 02:55:00 UTC,2026-02-28,2,55,Saturday,Down,0,0.0,1.0,67670.238466,True,0.01
btc-updown-5m-1772247600,1772247600,2026-02-28 03:00:00 UTC,2026-02-28,3,0,Saturday,Down,0,0.0,1.0,78777.986964,True,0.001
btc-updown-5m-1772247900,1772247900,2026-02-28 03:05:00 UTC,2026-02-28,3,5,Saturday,Up,1,1.0,0.0,128556.531419,True,0.99
btc-updown-5m-1772248200,1772248200,2026-02-28 03:10:00 UTC,2026-02-28,3,10,Saturday,Down,0,0.0,1.0,143365.715667,True,0.01
btc-updown-5m-1772248500,1772248500,2026-02-28 03:15:00 UTC,2026-02-28,3,15,Saturday,Up,1,1.0,0.0,85789.280365,True,0.99
btc-updown-5m-1772248800,1772248800,2026-02-28 03:20:00 UTC,2026-02-28,3,20,Saturday,Down,0,0.0,1.0,30851.628706,True,0.11
btc-updown-5m-1772249100,1772249100,2026-02-28 03:25:00 UTC,2026-02-28,3,25,Saturday,Down,0,0.0,1.0,109419.310123,True,0.01
btc-updown-5m-1772249400,1772249400,2026-02-28 03:30:00 UTC,2026-02-28,3,30,Saturday,Down,0,0.0,1.0,109470.38707,True,0.01
btc-updown-5m-1772249700,1772249700,2026-02-28 03:35:00 UTC,2026-02-28,3,35,Saturday,Down,0,0.0,1.0,95794.576699,True,0.01
btc-updown-5m-1772250000,1772250000,2026-02-28 03:40:00 UTC,2026-02-28,3,40,Saturday,Down,0,0.0,1.0,148551.920253,True,0.01
btc-updown-5m-1772250300,1772250300,2026-02-28 03:45:00 UTC,2026-02-28,3,45,Saturday,Up,1,1.0,0.0,95514.5243,True,0.99
btc-updown-5m-1772250600,1772250600,2026-02-28 03:50:00 UTC,2026-02-28,3,50,Saturday,Up,1,1.0,0.0,81229.710754,True,0.999
btc-updown-5m-1772250900,1772250900,2026-02-28 03:55:00 UTC,2026-02-28,3,55,Saturday,Down,0,0.0,1.0,69430.183704,True,0.01
btc-updown-5m-1772251200,1772251200,2026-02-28 04:00:00 UTC,2026-02-28,4,0,Saturday,Up,1,1.0,0.0,120650.708676,True,0.999
btc-updown-5m-1772251500,1772251500,2026-02-28 04:05:00 UTC,2026-02-28,4,5,Saturday,Down,0,0.0,1.0,80521.906255,True,0.01
btc-updown-5m-1772251800,1772251800,2026-02-28 04:10:00 UTC,2026-02-28,4,10,Saturday,Up,1,1.0,0.0,129927.860776,True,0.99
btc-updown-5m-1772252100,1772252100,2026-02-28 04:15:00 UTC,2026-02-28,4,15,Saturday,Down,0,0.0,1.0,101247.377887,True,0.01
btc-updown-5m-1772252400,1772252400,2026-02-28 04:20:00 UTC,2026-02-28,4,20,Saturday,Up,1,1.0,0.0,93678.140195,True,0.999
btc-updown-5m-1772252700,1772252700,2026-02-28 04:25:00 UTC,2026-02-28,4,25,Saturday,Down,0,0.0,1.0,158787.162868,True,0.01
btc-updown-5m-1772253000,1772253000,2026-02-28 04:30:00 UTC,2026-02-28,4,30,Saturday,Down,0,0.0,1.0,103364.336854,True,0.044
btc-updown-5m-1772253300,1772253300,2026-02-28 04:35:00 UTC,2026-02-28,4,35,Saturday,Up,1,1.0,0.0,38913.99769,True,0.83
btc-updown-5m-1772253600,1772253600,2026-02-28 04:40:00 UTC,2026-02-28,4,40,Saturday,Down,0,0.0,1.0,66845.332634,True,0.69
btc-updown-5m-1772253900,1772253900,2026-02-28 04:45:00 UTC,2026-02-28,4,45,Saturday,Up,1,1.0,0.0,112842.543889,True,0.99
btc-updown-5m-1772254200,1772254200,2026-02-28 04:50:00 UTC,2026-02-28,4,50,Saturday,Up,1,1.0,0.0,80778.809101,True,0.73
btc-updown-5m-1772254500,1772254500,2026-02-28 04:55:00 UTC,2026-02-28,4,55,Saturday,Down,0,0.0,1.0,40647.621083,True,0.31
btc-updown-5m-1772254800,1772254800,2026-02-28 05:00:00 UTC,2026-02-28,5,0,Saturday,Up,1,1.0,0.0,74882.329462,True,0.92
btc-updown-5m-1772255100,1772255100,2026-02-28 05:05:00 UTC,2026-02-28,5,5,Saturday,Up,1,1.0,0.0,79701.276155,True,0.99
btc-updown-5m-1772255400,1772255400,2026-02-28 05:10:00 UTC,2026-02-28,5,10,Saturday,Up,1,1.0,0.0,92433.647725,True,0.999
btc-updown-5m-1772255700,1772255700,2026-02-28 05:15:00 UTC,2026-02-28,5,15,Saturday,Down,0,0.0,1.0,77446.123032,True,0.01
